DEAL_ID,STAGE_CREATED_AT,PIPELINE_ID,PIPELINE_NAME,DEAL_STAGE_ID,STAGE_NAME,STAGE_DISPLAY_ORDER
13709986406,2023-06-23T16:17:47.43Z,default,Mid Market Pipeline,7960224,Lead Engaged,1
13710140326,2023-07-03T16:33:58.012Z,default,Mid Market Pipeline,4daa2fd1-df21-4779-853f-fe0b8acb2c85,Discovery,5
13710198631,2023-08-31T16:09:36.661Z,default,Mid Market Pipeline,f08680df-ebe7-4186-bf77-d251deb988df,Keep Warm,4
13710198631,2023-07-28T18:54:47.206Z,default,Mid Market Pipeline,decisionmakerboughtin,Proposal/Pricing,8
13710198631,2023-07-28T18:54:37.212Z,default,Mid Market Pipeline,50c5d313-d204-4ec7-9a0e-203e0a4c02c1,Qualified,6
13710198631,2023-06-30T16:37:04.34Z,default,Mid Market Pipeline,4daa2fd1-df21-4779-853f-fe0b8acb2c85,Discovery,5
13710218623,2023-06-23T16:28:37.104Z,default,Mid Market Pipeline,7960224,Lead Engaged,1
13710238648,2023-12-19T13:55:32.32Z,default,Mid Market Pipeline,f08680df-ebe7-4186-bf77-d251deb988df,Keep Warm,4
13710312216,2024-01-29T19:30:26.264Z,default,Mid Market Pipeline,f08680df-ebe7-4186-bf77-d251deb988df,Keep Warm,4
13710312216,2023-06-23T16:15:22.04Z,default,Mid Market Pipeline,7960224,Lead Engaged,1
13721666394,2023-10-30T15:31:56.376Z,default,Mid Market Pipeline,f08680df-ebe7-4186-bf77-d251deb988df,Keep Warm,4
13721666394,2023-09-01T19:50:39.506Z,default,Mid Market Pipeline,decisionmakerboughtin,Proposal/Pricing,8
