DEAL_ID,PIPELINE_ID,PIPELINE_NAME,STAGE_NAME,AMOUNT_IN_HOME_CURRENCY,CREATED_AT,CLOSE_DATE,DEAL_SOURCE_TYPE
14719941688,default,Mid Market Pipeline,Closed Lost,,2023-08-18T11:23:42.709Z,2023-11-16T18:00:06.103Z,Sales Outbound
14723374627,default,Mid Market Pipeline,Closed Lost,,2023-08-18T17:10:01.33Z,2023-09-15T11:24:30.489Z,Webinar
14779607222,default,Mid Market Pipeline,Closed Lost,12600,2023-08-22T11:39:31.288Z,2023-09-06T10:11:47.338Z,Website
14785184158,default,Mid Market Pipeline,Closed Lost,,2023-08-22T17:26:41.994Z,2023-11-08T21:18:13.331Z,Sales Outbound
14814047292,default,Mid Market Pipeline,Keep Warm,22600,2023-08-24T21:04:14.777Z,2024-01-31T23:00:02.075Z,Website
14829021489,default,Mid Market Pipeline,Closed Lost,,2023-08-25T15:20:06.358Z,2024-01-24T19:10:00.039Z,Website
14829174179,default,Mid Market Pipeline,Closed Lost,,2023-08-25T15:27:44.303Z,2023-09-05T17:25:22.215Z,Sales Outbound
14830516153,default,Mid Market Pipeline,Keep Warm,26850,2023-08-25T17:02:31.498Z,2024-01-31T13:23:36.422Z,Sales Outbound
14916647600,default,Mid Market Pipeline,Proof of Value,29100,2023-08-31T15:11:03.731Z,2024-10-31T13:30:51.435Z,Website
15112279190,default,Mid Market Pipeline,Qualified,19867.5,2023-09-11T20:39:26.77Z,2024-03-31T17:19:36.027Z,PPC / Paid Advertising
15126740913,default,Mid Market Pipeline,Proposal/Pricing,45126,2023-09-12T23:25:21.299Z,2024-03-29T19:47:10.368Z,Tradeshows and Events
15220330805,default,Mid Market Pipeline,Keep Warm,10600,2023-09-18T13:34:41.577Z,2025-01-01T00:15:21.944Z,Sales Outbound
15238076189,default,Mid Market Pipeline,Keep Warm,,2023-09-19T19:18:07.47Z,,PPC / Paid Advertising
15241422728,default,Mid Market Pipeline,Procurement/Negotiation,26500,2023-09-20T00:18:01.549Z,2024-01-31T16:09:01.959Z,Website
15246012424,default,Mid Market Pipeline,Closed Won,9850,2023-09-20T10:34:31.09Z,2023-09-29T11:05:30.644Z,PPC / Paid Advertising
15250775606,default,Mid Market Pipeline,Proposal/Pricing,8680,2023-09-20T16:27:36.248Z,2024-01-31T14:14:48.108Z,Sales Outbound
15267772583,default,Mid Market Pipeline,Qualified,10600,2023-09-21T10:20:59.608Z,2024-01-31T23:10:25.817Z,Website
15280877116,default,Mid Market Pipeline,Proposal/Pricing,34000,2023-09-22T09:50:38.019Z,2024-03-31T11:18:45.859Z,Website
15283187040,default,Mid Market Pipeline,Closed Won,58973.68,2023-09-22T13:15:14.009Z,2023-11-01T18:17:10.354Z,Webinar
15284329299,default,Mid Market Pipeline,Lead Engaged,0,2023-09-15T15:05:32.516Z,2024-01-31T19:34:10.695Z,Tradeshows and Events
15023900955,default,Mid Market Pipeline,Closed Lost,12100,2023-09-06T14:18:41.061Z,2023-10-11T09:52:41.039Z,Website
15229777166,default,Mid Market Pipeline,Closed Lost,,2023-09-19T06:40:11.538Z,2023-12-01T11:53:59.155Z,Website
15329030964,default,Mid Market Pipeline,Closed Lost,,2023-09-26T16:19:07.626Z,2024-01-10T20:10:23.49Z,Tradeshows and Events
15329196842,default,Mid Market Pipeline,Keep Warm,,2023-09-26T16:19:06.154Z,2024-03-15T17:53:59.523Z,Tradeshows and Events
15329819250,default,Mid Market Pipeline,Lead Engaged,,2023-09-26T19:19:44.728Z,2024-04-01T19:04:06.071Z,PPC / Paid Advertising
15342566985,default,Mid Market Pipeline,Closed Lost,,2023-09-27T16:22:13.859Z,2023-11-09T10:52:36.321Z,Sales Outbound
15342567822,default,Mid Market Pipeline,Proposal/Pricing,8513.33,2023-09-27T16:27:41.809Z,2024-02-29T15:08:38.238Z,Partners and Affiliates
15353691918,default,Mid Market Pipeline,Qualified,10880,2023-09-28T09:37:15.106Z,2024-09-30T11:47:31.714Z,Sales Outbound
15430767914,default,Mid Market Pipeline,Closed Lost,35350,2023-10-03T18:47:55.782Z,2024-01-10T11:48:26.356Z,PPC / Paid Advertising
15431460642,default,Mid Market Pipeline,Closed Lost,31500,2023-10-03T20:07:57.368Z,2023-12-21T15:16:44.303Z,Website
15468470116,default,Mid Market Pipeline,Closed Lost,,2023-10-05T15:56:18.916Z,2024-01-18T14:29:01.057Z,Sales Outbound
15490234179,default,Mid Market Pipeline,Closed Won,58200,2023-10-06T14:12:33.725Z,2023-08-09T14:12:11.279Z,Website
15525161993,default,Mid Market Pipeline,Closed Lost,,2023-10-09T18:52:23.082Z,2023-11-10T14:52:37.626Z,Website
15556837954,default,Mid Market Pipeline,Proof of Value,39000,2023-10-11T13:34:34.534Z,2024-06-30T10:56:29.241Z,PPC / Paid Advertising
15612296624,default,Mid Market Pipeline,Qualified,9700,2023-10-13T12:05:25.099Z,2024-06-30T12:29:47.584Z,Sales Outbound
15612516159,default,Mid Market Pipeline,Proposal/Pricing,32000,2023-10-13T13:02:58.653Z,2024-03-31T17:58:01.787Z,Sales Outbound
15663271724,default,Mid Market Pipeline,Qualified,17200,2023-10-17T04:47:45.18Z,2024-03-31T11:35:06.133Z,Website
15664894534,default,Mid Market Pipeline,Closed Lost,,2023-10-17T08:44:55.506Z,2024-01-08T15:53:50.769Z,Sales Outbound
15669055781,default,Mid Market Pipeline,Closed Lost,3960,2023-10-17T16:10:26.413Z,2023-11-09T13:37:56.256Z,Website
15690968437,default,Mid Market Pipeline,Closed Lost,8460,2023-10-18T18:59:28.594Z,2023-12-04T18:58:10.872Z,PPC / Paid Advertising
15720455070,default,Mid Market Pipeline,Qualified,10600,2023-10-20T14:44:25.837Z,2024-07-31T14:27:19.111Z,Sales Outbound
15726671752,default,Mid Market Pipeline,Closed Lost,,2023-10-20T23:51:11.228Z,2023-11-10T13:36:01.793Z,Website
15756889929,default,Mid Market Pipeline,Keep Warm,18468,2023-10-23T18:07:39.27Z,2023-11-30T22:40:25.967Z,Website
15793551769,default,Mid Market Pipeline,Discovery,,2023-10-26T09:53:49.401Z,,Sales Outbound
15793553291,default,Mid Market Pipeline,Closed Lost,,2023-10-26T10:10:09.252Z,2023-10-31T12:00:28.058Z,Sales Outbound
15794584476,default,Mid Market Pipeline,Closed Lost,10600,2023-10-26T12:39:02.737Z,2024-01-16T10:48:09.845Z,Sales Outbound
15797613226,default,Mid Market Pipeline,Closed Lost,,2023-10-26T15:39:11.637Z,2023-12-06T16:24:45.063Z,Partners and Affiliates
15799968926,default,Mid Market Pipeline,Closed Lost,,2023-10-26T20:11:37.081Z,2024-01-08T12:32:30.319Z,Tradeshows and Events
15810484623,default,Mid Market Pipeline,Discovery,,2023-10-27T12:07:37.508Z,,Sales Outbound
15815419709,default,Mid Market Pipeline,Qualified,10600,2023-10-27T20:17:21.505Z,2024-04-30T16:51:58.664Z,Tradeshows and Events
15815815770,default,Mid Market Pipeline,Discovery,,2023-10-27T20:17:19.122Z,,Tradeshows and Events
15850276388,default,Mid Market Pipeline,Closed Lost,,2023-10-30T20:30:35.854Z,2023-11-03T15:30:33.632Z,Website
15862907768,default,Mid Market Pipeline,Proof of Value,75700,2023-10-31T14:50:16.062Z,2024-05-31T17:06:49.917Z,Sales Outbound
15875953408,default,Mid Market Pipeline,Proof of Value,28600,2023-11-01T14:16:45.565Z,2024-11-30T10:06:03.956Z,PPC / Paid Advertising
15876945335,default,Mid Market Pipeline,Qualified,19100,2023-11-01T15:32:44.834Z,2024-06-28T15:45:05.112Z,Tradeshows and Events
15877089633,default,Mid Market Pipeline,Proposal/Pricing,19520,2023-11-01T16:09:33.32Z,2024-02-29T13:08:05.825Z,Webinar
15878111100,default,Mid Market Pipeline,Qualified,14350,2023-11-01T17:45:25.675Z,2024-03-31T18:52:54.629Z,Sales Outbound
15910675074,default,Mid Market Pipeline,Proof of Value,11600,2023-11-03T17:10:18.876Z,2024-02-29T18:51:46.434Z,PPC / Paid Advertising
15941157183,default,Mid Market Pipeline,Closed Lost,14600,2023-11-06T16:51:44.802Z,2023-12-07T14:44:22.719Z,Website
15981218829,default,Mid Market Pipeline,Qualified,11100,2023-11-09T02:14:01.595Z,2024-02-29T16:20:52.872Z,Website
16039187521,default,Mid Market Pipeline,Closed Lost,,2023-11-13T14:36:05.242Z,2023-12-11T17:24:45.453Z,Sales Outbound
16040517304,default,Mid Market Pipeline,Closed Lost,,2023-11-13T16:31:08.44Z,2023-12-18T19:58:00.313Z,Website
16054983792,default,Mid Market Pipeline,Discovery,,2023-11-14T14:25:54.71Z,,PPC / Paid Advertising
16059316744,default,Mid Market Pipeline,Discovery,,2023-11-14T19:14:40.611Z,2024-03-31T19:32:49.098Z,Website
16103215274,default,Mid Market Pipeline,Qualified,44680,2023-11-17T17:41:02.53Z,2024-06-30T12:55:12.063Z,Website
16116536956,default,Mid Market Pipeline,Qualified,9140,2023-11-18T16:19:34.335Z,2024-03-31T13:31:53.595Z,Webinar
16125282209,default,Mid Market Pipeline,Proof of Value,3960,2023-11-19T17:44:22.593Z,2024-04-30T12:35:01.571Z,PPC / Paid Advertising
16139007861,default,Mid Market Pipeline,Keep Warm,,2023-11-20T17:08:25.804Z,2024-02-08T17:53:23.862Z,Sales Outbound
16159347099,default,Mid Market Pipeline,Closed Lost,12430,2023-11-21T12:41:17.527Z,2023-12-20T13:11:58.681Z,Sales Outbound
16213557036,default,Mid Market Pipeline,Discovery,,2023-11-24T14:48:04.436Z,,Website
16244198150,default,Mid Market Pipeline,Discovery,,2023-11-27T10:21:56.345Z,,Sales Outbound
16269123956,default,Mid Market Pipeline,Qualified,11100,2023-11-28T14:51:44.201Z,2024-03-31T14:37:44.49Z,PPC / Paid Advertising
16273794940,default,Mid Market Pipeline,Closed Lost,,2023-11-28T17:31:40.388Z,2023-12-13T15:13:00.346Z,PPC / Paid Advertising
16303701038,default,Mid Market Pipeline,Proposal/Pricing,13390,2023-11-30T15:35:48.674Z,2024-02-29T14:03:07.726Z,Website
16330415711,default,Mid Market Pipeline,Closed Lost,,2023-12-01T22:29:29.201Z,2023-12-15T15:00:54.054Z,Tradeshows and Events
16354539563,default,Mid Market Pipeline,Qualified,10600,2023-12-04T13:32:43.34Z,2024-02-29T14:02:19.461Z,Sales Outbound
16354689064,default,Mid Market Pipeline,Qualified,32500,2023-12-04T13:46:02.015Z,2024-04-30T14:05:52.935Z,Sales Outbound
16377044869,default,Mid Market Pipeline,Closed Lost,,2023-12-05T23:33:10.615Z,2023-12-07T16:20:36.677Z,Website
16382754447,default,Mid Market Pipeline,Discovery,,2023-12-06T10:13:02.072Z,,Sales Outbound
16400738145,default,Mid Market Pipeline,Discovery,,2023-12-07T16:33:29.157Z,,Sales Outbound
16415415337,default,Mid Market Pipeline,Qualified,9850,2023-12-08T17:56:45.12Z,2024-04-30T12:59:44.147Z,Sales Outbound
16476055576,default,Mid Market Pipeline,Closed Won,3960,2023-12-12T16:58:40.108Z,2024-01-13T15:38:19.072Z,Sales Outbound
16530140589,default,Mid Market Pipeline,Qualified,10600,2023-12-15T15:49:54.589Z,2024-03-31T18:58:36.914Z,PPC / Paid Advertising
16611791461,default,Mid Market Pipeline,Closed Lost,13600,2023-12-20T23:58:48.871Z,2024-01-09T16:57:35.482Z,PPC / Paid Advertising
16349673622,default,Mid Market Pipeline,Proof of Value,32100,2023-12-04T00:08:02.468Z,2024-03-01T00:07:38.146Z,PPC / Paid Advertising
16802819233,default,Mid Market Pipeline,Proposal/Pricing,18400,2024-01-04T12:49:55.1Z,2024-06-30T16:05:47.665Z,Tradeshows and Events
16890454569,default,Mid Market Pipeline,Closed Lost,,2024-01-11T09:44:21.471Z,2024-01-25T14:15:27.386Z,Website
16973337371,default,Mid Market Pipeline,Proposal/Pricing,11215,2024-01-16T15:29:34.794Z,2024-06-30T12:32:18.203Z,Sales Outbound
16996995935,default,Mid Market Pipeline,Discovery,,2024-01-17T12:19:49.457Z,,Website
17023799708,default,Mid Market Pipeline,Qualified,10100,2024-01-18T15:54:23.392Z,2024-06-28T16:02:45.792Z,Sales Outbound
17024822602,default,Mid Market Pipeline,Closed Won,7812,2024-01-18T17:33:24.637Z,2024-01-22T16:35:17.432Z,Website
17101690903,default,Mid Market Pipeline,Qualified,10100,2024-01-22T16:22:49.158Z,2024-09-30T14:56:23.399Z,Sales Outbound
17102535257,default,Mid Market Pipeline,Discovery,,2024-01-22T16:44:13.582Z,,Sales Outbound
17123124311,default,Mid Market Pipeline,Discovery,,2024-01-23T21:59:42.345Z,,Website
17136129315,default,Mid Market Pipeline,Closed Won,3564,2024-01-24T15:20:55.736Z,2024-02-01T16:35:28.967Z,Sales Re-Engagement
17137561938,default,Mid Market Pipeline,Discovery,,2024-01-24T15:59:49.341Z,,Sales Outbound
17156467852,default,Mid Market Pipeline,Discovery,,2024-01-25T15:57:19.685Z,,Website
17177136519,default,Mid Market Pipeline,Discovery,,2024-01-27T10:46:47.648Z,,Sales Outbound
17242019513,default,Mid Market Pipeline,Discovery,,2024-01-30T16:31:13.179Z,,Sales Outbound
17245371700,default,Mid Market Pipeline,Discovery,,2024-01-30T20:22:02.544Z,,Website
17252089166,default,Mid Market Pipeline,Discovery,,2024-01-31T03:08:20.289Z,,Website
17271787635,default,Mid Market Pipeline,Discovery,,2024-01-31T17:06:53.76Z,,Website
11581366064,default,Mid Market Pipeline,Closed Won,13328,2023-01-04T20:48:54.279Z,2023-03-31T09:15:20.397Z,Website
11588397643,default,Mid Market Pipeline,Closed Lost,18600,2023-01-05T10:01:16.591Z,2023-05-03T11:54:30.048Z,PPC / Paid Advertising
11604974975,default,Mid Market Pipeline,Closed Lost,34750,2023-01-06T17:42:43.798Z,2023-05-08T16:37:14.537Z,Website
11626489983,default,Mid Market Pipeline,Keep Warm,11100,2023-01-08T21:22:18.677Z,2023-07-31T12:36:53.106Z,PPC / Paid Advertising
11640772652,default,Mid Market Pipeline,Closed Lost,,2023-01-10T01:02:56.807Z,2023-01-11T16:48:06.23Z,Sales Outbound
11725106700,default,Mid Market Pipeline,Closed Won,45000,2023-01-17T01:42:57.97Z,2023-06-20T06:57:35.944Z,PPC / Paid Advertising
11731362449,default,Mid Market Pipeline,Closed Lost,,2023-01-17T15:20:40.216Z,2023-07-27T14:08:24.716Z,Website
11756557390,default,Mid Market Pipeline,Closed Lost,13600,2023-01-19T02:14:42.413Z,2023-05-09T16:20:13.937Z,Sales Outbound
11764266314,default,Mid Market Pipeline,Closed Lost,,2023-01-19T14:59:43.933Z,2023-01-30T10:06:00.649Z,PPC / Paid Advertising
11765679263,default,Mid Market Pipeline,Closed Lost,,2023-01-19T18:02:10.145Z,2023-05-23T16:40:54.298Z,Webinar
11832310184,default,Mid Market Pipeline,Closed Lost,,2023-01-24T16:40:41.599Z,2023-02-15T13:52:19.41Z,Website
11832696180,default,Mid Market Pipeline,Closed Lost,15300,2023-01-24T16:55:28.742Z,2023-04-14T14:20:31.553Z,Website
11850408468,default,Mid Market Pipeline,Closed Lost,,2023-01-25T16:04:48.938Z,2023-01-30T10:12:09.789Z,Website
11879617304,default,Mid Market Pipeline,Closed Lost,33000,2023-01-26T23:28:03.662Z,2023-06-26T20:02:28.146Z,Website
11895262723,default,Mid Market Pipeline,Closed Lost,90000,2023-01-27T21:16:49.095Z,2023-03-21T09:31:44.781Z,PPC / Paid Advertising
11922829386,default,Mid Market Pipeline,Keep Warm,30000,2023-01-30T04:33:12.993Z,2024-08-31T17:03:02.807Z,Website
11958898772,default,Mid Market Pipeline,Closed Lost,,2023-02-01T03:39:11.211Z,2023-03-16T20:09:11.713Z,Website
12037672044,default,Mid Market Pipeline,Closed Lost,16680,2023-02-06T16:01:14.869Z,2023-05-01T19:33:31.176Z,Sales Outbound
12046970947,default,Mid Market Pipeline,Closed Lost,11950,2023-02-07T09:54:21.796Z,2023-03-30T15:37:21.32Z,Website
12066779557,default,Mid Market Pipeline,Closed Lost,8680,2023-02-08T14:57:55.545Z,2023-05-11T15:18:23.87Z,Website
12088586650,default,Mid Market Pipeline,Closed Lost,19600,2023-02-09T16:57:28.111Z,2024-01-26T09:44:13.488Z,Webinar
12090250248,default,Mid Market Pipeline,Closed Lost,9680,2023-02-09T19:35:37.001Z,2023-03-24T09:21:13.822Z,Website
12090448809,default,Mid Market Pipeline,Closed Lost,,2023-02-09T19:50:10.246Z,2023-03-14T18:18:30.516Z,Sales Outbound
12104141960,default,Mid Market Pipeline,Closed Lost,10800,2023-02-10T18:41:13.993Z,2023-06-06T17:16:03.847Z,Sales Outbound
12139784875,default,Mid Market Pipeline,Stalled,10230,2023-02-13T17:58:58.47Z,2024-04-30T20:56:24.215Z,PPC / Paid Advertising
12156114231,default,Mid Market Pipeline,Closed Lost,,2023-02-14T19:13:43.566Z,2023-02-24T16:26:40.528Z,Website
12163630928,default,Mid Market Pipeline,Closed Lost,,2023-02-15T12:54:47.128Z,2023-05-09T17:46:36.759Z,Sales Outbound
12164710062,default,Mid Market Pipeline,Closed Lost,,2023-02-15T15:06:03.88Z,2023-02-23T14:36:26.811Z,Website
12179749784,default,Mid Market Pipeline,Closed Lost,,2023-02-15T22:38:25.789Z,2023-03-03T18:44:21.787Z,Sales Outbound
12197046091,default,Mid Market Pipeline,Won - Closed self-serve,1920,2023-02-17T04:15:01.155Z,2023-02-14T00:00:00Z,Website
12238572164,default,Mid Market Pipeline,Closed Lost,31350,2023-02-20T11:03:02.849Z,2023-07-27T14:20:55.131Z,PPC / Paid Advertising
12256443056,default,Mid Market Pipeline,Closed Lost,40000,2023-02-21T17:07:31.043Z,2023-08-16T08:54:47.816Z,Website
12271808143,default,Mid Market Pipeline,Closed Lost,12300,2023-02-22T20:37:24.347Z,2023-04-04T15:07:25.261Z,PPC / Paid Advertising
12276619686,default,Mid Market Pipeline,Keep Warm,,2023-02-23T10:22:27.954Z,,Webinar
12279660157,default,Mid Market Pipeline,Closed Lost,,2023-02-23T16:35:13.288Z,2023-03-09T10:23:31.945Z,Website
12280640929,default,Mid Market Pipeline,Closed Lost,,2023-02-23T18:25:29.077Z,2023-08-29T16:36:52.898Z,Sales Outbound
12290541421,default,Mid Market Pipeline,Closed Lost,10600,2023-02-24T17:23:54.488Z,2023-04-11T18:27:03.408Z,Referrals
12337942183,default,Mid Market Pipeline,Won - Closed self-serve,7680,2023-02-28T04:32:56.551Z,2023-02-27T00:00:00Z,Website
12342633391,default,Mid Market Pipeline,Closed Won,11680,2023-02-28T17:47:17.193Z,2023-06-02T09:05:26.974Z,Website
12367899816,default,Mid Market Pipeline,Closed Lost,15300,2023-03-02T17:20:03.965Z,2023-04-24T13:54:59.268Z,Website
12368601947,default,Mid Market Pipeline,Closed Lost,,2023-03-02T17:01:14.561Z,2023-06-12T15:50:07.135Z,Website
12404878472,default,Mid Market Pipeline,Closed Lost,,2023-03-05T05:55:58.356Z,2023-03-22T17:51:28.774Z,Website
12430433367,default,Mid Market Pipeline,Procurement/Negotiation,9860,2023-03-07T10:29:49.004Z,2024-02-29T09:59:30.343Z,Webinar
12440687878,default,Mid Market Pipeline,Closed Lost,11600,2023-03-08T07:31:14.69Z,2023-05-03T12:09:36.632Z,Sales Outbound
12449302813,default,Mid Market Pipeline,Closed Lost,,2023-03-08T18:32:47.499Z,2023-03-21T09:37:44.936Z,Sales Outbound
12453511075,default,Mid Market Pipeline,Closed Lost,3960,2023-03-09T03:52:36.528Z,2023-04-18T10:48:33.799Z,Website
12456663730,default,Mid Market Pipeline,Closed Lost,,2023-03-09T10:24:18.712Z,2023-03-15T16:23:54.036Z,Website
12504367401,default,Mid Market Pipeline,Closed Lost,,2023-03-12T15:34:48.159Z,2023-04-28T22:10:44.724Z,Tradeshows and Events
12513682990,default,Mid Market Pipeline,Closed Lost,,2023-03-13T12:14:52.179Z,2023-03-17T16:12:50.583Z,Tradeshows and Events
12516103730,default,Mid Market Pipeline,Closed Lost,11100,2023-03-13T14:30:31.883Z,2023-07-24T14:00:42.454Z,Sales Outbound
12516561214,default,Mid Market Pipeline,Closed Lost,,2023-03-13T16:04:13.659Z,2023-03-22T18:36:22.221Z,Tradeshows and Events
12532372570,default,Mid Market Pipeline,Closed Lost,,2023-03-14T16:33:59.413Z,2023-04-21T18:58:12.896Z,Tradeshows and Events
12533461936,default,Mid Market Pipeline,Closed Lost,8680,2023-03-14T18:32:10.251Z,2023-04-25T13:14:54.305Z,Website
12536747297,default,Mid Market Pipeline,Closed Won,7378,2023-03-14T22:55:41.963Z,2023-06-15T14:26:05.821Z,Website
12538690661,default,Mid Market Pipeline,Closed Lost,,2023-03-15T03:20:40.342Z,2023-03-20T16:39:30.973Z,PPC / Paid Advertising
12549725090,default,Mid Market Pipeline,Closed Lost,11600,2023-03-15T19:16:11.215Z,2023-04-13T15:04:54.057Z,Webinar
12640358737,default,Mid Market Pipeline,Closed Lost,16725,2023-03-21T08:33:20.755Z,2023-05-08T08:33:04.803Z,Sales Outbound
12648081448,default,Mid Market Pipeline,Closed Lost,,2023-03-21T15:10:47.992Z,2023-03-22T19:03:29.278Z,Website
12673223961,default,Mid Market Pipeline,Closed Won,8180,2023-03-22T16:59:18.194Z,2023-10-19T08:22:21.691Z,Tradeshows and Events
12688473137,default,Mid Market Pipeline,Keep Warm,37500,2023-03-23T15:16:57.581Z,2024-03-31T15:38:57.263Z,PPC / Paid Advertising
12693438905,default,Mid Market Pipeline,Closed Lost,,2023-03-23T21:43:46.953Z,2023-05-04T18:53:41.436Z,Tradeshows and Events
12699010690,default,Mid Market Pipeline,Closed Lost,,2023-03-24T07:49:42.404Z,2023-06-06T17:36:56.41Z,Sales Outbound
12706695195,default,Mid Market Pipeline,Closed Lost,14600,2023-03-24T18:45:13.996Z,2023-06-25T10:04:14.283Z,Website
12709296227,default,Mid Market Pipeline,Keep Warm,22430,2023-03-24T18:30:24.674Z,2024-05-31T17:02:37.19Z,Tradeshows and Events
12745580594,default,Mid Market Pipeline,Closed Lost,,2023-03-28T07:29:02.163Z,2023-03-28T16:16:14.2Z,PPC / Paid Advertising
12776983643,default,Mid Market Pipeline,Closed Lost,,2023-03-30T15:27:22.567Z,2023-04-20T15:44:44.178Z,Website
12787946085,default,Mid Market Pipeline,Closed Lost,14600,2023-03-31T09:12:00.915Z,2023-06-14T15:24:53.817Z,Tradeshows and Events
12788152094,default,Mid Market Pipeline,Closed Lost,17640,2023-03-31T09:56:10.152Z,2023-05-02T07:04:35.684Z,Website
12824666744,default,Mid Market Pipeline,Closed Won,11340,2023-04-03T16:08:44.857Z,2023-07-20T16:44:06.591Z,PPC / Paid Advertising
12873030677,default,Mid Market Pipeline,Closed Lost,10600,2023-04-06T18:59:24.143Z,2023-12-18T19:20:53.924Z,PPC / Paid Advertising
12930512824,default,Mid Market Pipeline,Closed Lost,10680,2023-04-11T19:34:43.195Z,2023-04-27T12:59:21.41Z,Website
12950073509,default,Mid Market Pipeline,Closed Won,10391.4,2023-04-12T13:41:20.433Z,2023-09-29T21:06:10.106Z,Tradeshows and Events
12951812271,default,Mid Market Pipeline,Closed Lost,16850,2023-04-12T15:06:49.174Z,2023-08-16T17:23:35.109Z,PPC / Paid Advertising
12456550269,default,Mid Market Pipeline,Keep Warm,27450,2023-03-09T10:00:48.76Z,2024-04-30T20:53:26.92Z,Referrals
12475405571,default,Mid Market Pipeline,Closed Lost,,2023-03-10T12:22:46.89Z,2023-05-02T12:49:11.734Z,Tradeshows and Events
12854952725,default,Mid Market Pipeline,Closed Lost,,2023-04-05T18:31:30.453Z,2023-04-21T18:27:38.229Z,Tradeshows and Events
12965716786,default,Mid Market Pipeline,Closed Lost,,2023-04-13T05:34:11.606Z,2023-04-19T22:06:15.176Z,Website
12971444532,default,Mid Market Pipeline,Closed Lost,9280,2023-04-13T15:53:02.839Z,2023-10-02T18:01:49.659Z,Website
12993542222,default,Mid Market Pipeline,Closed Lost,,2023-04-14T21:43:22.401Z,2023-05-03T11:11:28.81Z,Website
12996131096,default,Mid Market Pipeline,Closed Lost,,2023-04-15T01:49:11.781Z,2023-06-13T17:07:28.055Z,Website
13035148558,default,Mid Market Pipeline,Proposal/Pricing,32000,2023-04-17T23:02:21.921Z,2024-06-28T18:28:00.107Z,Tradeshows and Events
13035148888,default,Mid Market Pipeline,Closed Lost,10600,2023-04-17T23:07:14.332Z,2023-07-31T15:30:16.874Z,Tradeshows and Events
13036239929,default,Mid Market Pipeline,Closed Lost,11600,2023-04-18T05:31:25.309Z,2023-08-31T14:11:52.172Z,Tradeshows and Events
13036240798,default,Mid Market Pipeline,Closed Lost,,2023-04-18T05:52:39.024Z,2023-05-03T14:23:44.073Z,Tradeshows and Events
13037423932,default,Mid Market Pipeline,Closed Won,7843.5,2023-04-18T05:18:31.498Z,2023-08-14T09:26:56.976Z,Tradeshows and Events
13037424216,default,Mid Market Pipeline,Closed Lost,14350,2023-04-18T05:25:08.883Z,2023-07-11T18:46:02.8Z,Tradeshows and Events
13037425005,default,Mid Market Pipeline,Closed Lost,,2023-04-18T05:44:32.528Z,2023-04-24T22:15:54.274Z,Tradeshows and Events
13037425437,default,Mid Market Pipeline,Closed Lost,,2023-04-18T05:54:21.275Z,2023-06-07T19:45:03.477Z,Tradeshows and Events
13042712920,default,Mid Market Pipeline,Closed Lost,,2023-04-18T13:41:39.222Z,2023-04-28T16:24:35.518Z,Website
13055525217,default,Mid Market Pipeline,Closed Lost,,2023-04-19T09:31:56.658Z,2023-06-09T14:01:08.222Z,Sales Outbound
13065177434,default,Mid Market Pipeline,Closed Lost,15840,2023-04-20T03:39:28.413Z,2023-05-04T16:57:08.738Z,Website
13068449581,default,Mid Market Pipeline,Procurement/Negotiation,9088.2,2023-04-20T11:07:03.237Z,2024-01-31T14:12:46.685Z,Sales Outbound
13070143574,default,Mid Market Pipeline,Closed Lost,,2023-04-20T15:05:47.052Z,2023-04-25T14:39:21.446Z,Website
13075277642,default,Mid Market Pipeline,Closed Lost,,2023-04-20T22:35:47.704Z,2023-12-01T15:44:59.172Z,Tradeshows and Events
13076347802,default,Mid Market Pipeline,Closed Lost,,2023-04-20T22:33:49.273Z,2023-05-08T20:14:18.476Z,Tradeshows and Events
13084570528,default,Mid Market Pipeline,Closed Lost,,2023-04-21T14:07:21.654Z,2023-04-26T17:57:23.796Z,Sales Outbound
13117913385,default,Mid Market Pipeline,Closed Lost,,2023-04-24T13:59:38.162Z,2023-07-18T15:51:43.501Z,Sales Outbound
13133732689,default,Mid Market Pipeline,Closed Lost,12600,2023-04-25T11:25:48.31Z,2023-06-14T15:28:11.071Z,Website
13148599887,default,Mid Market Pipeline,Closed Lost,,2023-04-26T14:20:03.953Z,2023-05-11T18:11:24.762Z,Website
13182149524,default,Mid Market Pipeline,Closed Lost,14350,2023-04-29T17:26:09.554Z,2024-01-29T19:30:13.41Z,Website
