deal_stage_key,deal_key,deal_id,stage_created_at,pipeline_id,pipeline_name,deal_stage_id,pipeline_stage_name,stage_display_order
ZV2kiWWqjOKLomMHd2jeFkn0WQse2wfd40D52bYS2D4=,XU7OD9eOCrgIgqUrg1BWBwjQMt9kt2gbBG//bK7lf8E=,13884576787,2023-08-17 13:46:09.160000 UTC,DEFAULT,MID MARKET PIPELINE,7960224,LEAD ENGAGED,1
bhFhpTev4K/2XbHiYL9y7NGJiSvCa1HaFWSAbK43SCk=,ZhlKmetv6itnn/A+32J9Wzci6KcOEygHF8/w4xcrGBA=,13086298392,2023-04-21 18:14:12.883000 UTC,DEFAULT,MID MARKET PIPELINE,7960224,LEAD ENGAGED,1
+4twhwGC5PiHKf1BxF0AHHxMW34OeaHv2YmQmTDK18Q=,rB1eJHM+Tuf472CcNt5EkTwIyaeMu4qTxXxRjtMGKvY=,15848578645,2023-10-30 18:20:39.599000 UTC,DEFAULT,MID MARKET PIPELINE,7960224,LEAD ENGAGED,1
toGvZzYLScSZQdQok7j0sgpeViWsNbIPqC2HYFl6hqc=,jG+3pB/4fCak+DndI2oG/2Zu0Ew5BD4E+UVKSNAEzYU=,14863400208,2023-08-28 15:52:48.671000 UTC,DEFAULT,MID MARKET PIPELINE,7960224,LEAD ENGAGED,1
Eei21nT/J3eTljTmf0wHkWsyLGFxYsjNWCsDww0JL8c=,PV0u1YeqN6Y40lV6mE0W6aoDMyDdlqBNIlFamLBPOTs=,11579501640,2023-01-04 15:54:43.451000 UTC,DEFAULT,MID MARKET PIPELINE,7960224,LEAD ENGAGED,1
1cQcaT7wes3KQx2iEELItV+JAKfp35SGeslhOMqJQBw=,n1D/jSJeyBEPFcxYKmJD8y92BHV3dioLKabywU5Dj9k=,11677468211,2023-01-12 18:14:43.028000 UTC,DEFAULT,MID MARKET PIPELINE,7960224,LEAD ENGAGED,1
ChA4c+i0sILif9Poz4e6rMB8FXcAAHpQb/FMs5aXQkk=,GNlvBMlbQUtM5eIH+LJafoq7jdqPb/2bPPl2ETuVLgU=,9896962455,2023-01-04 16:24:20.252000 UTC,DEFAULT,MID MARKET PIPELINE,7960224,LEAD ENGAGED,1
eNkeVEVC37Uahwg5vwy4YkPt0NvxYJd9tVi94L+60BY=,RGETltKCgU6i5fFcnHudnbDTTRS+Hsx22pIIqp+RtdE=,14829832053,2023-08-25 16:25:47.479000 UTC,DEFAULT,MID MARKET PIPELINE,7960224,LEAD ENGAGED,1
3grHAjBM8tqfeA58jBVysSwIfsSsm4cC9pn0ULZbLkg=,B3hwYtjcwkmU+sjYGZZtXY8sdzxqQw5K9C0ugzrD79o=,14911861635,2023-08-31 10:10:02.692000 UTC,DEFAULT,MID MARKET PIPELINE,7960224,LEAD ENGAGED,1
2MO5zuBUcfx3/jeCGGMiJg61PfGSbwGb+AKPz4psUTc=,nDzpVUyk4KPn8Ur0BGkiYd7TqAZIR0sLRr6Pohlkabo=,14516528478,2023-08-07 13:40:20.330000 UTC,DEFAULT,MID MARKET PIPELINE,7960224,LEAD ENGAGED,1
WjWJF9wimsrwahn1dXunVd6L/aGhKKqiKBRcIkvaY+s=,swq+R/unAyCsKvCgNrcRNYFe6tvFfeo0sGY94G+ZPYo=,14830516153,2023-08-25 17:02:31.498000 UTC,DEFAULT,MID MARKET PIPELINE,7960224,LEAD ENGAGED,1
meXx16M3HdxdrcXhfDh80+Bc9GoF/Am9LKbgOBWwzQY=,FMIFNEuCHiGraD4TO78JqW3IjWbGqbGeI7bR3ko9LiY=,14873634372,2023-08-29 10:11:20.383000 UTC,DEFAULT,MID MARKET PIPELINE,7960224,LEAD ENGAGED,1
wrZjNuXAXkOIiEtii6ioMHPS/sv4shJG7EtlsLgS71Q=,CT6j8HyEtCIkIBtSYHFFXkKO8qwPaebfLTmpNESOkYg=,9207477646,2023-02-02 11:39:39.371000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
4RWzkXG+ixvuyBKJuDWKHfVmBppCeG9IQ8OTIKMJKZk=,NQ0nwSfFBtjqpXgbSqd+Tvu6MGicnbmGN+TiBrbSqYQ=,10618007060,2023-01-20 12:39:09.987000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
6XArT0gJtKGdUybzzKpk0pFrC2UAb4ITeKth58lDJsw=,P6iRH6et0b0uUauvTY25e3nXtjyMxnX/KEvFVoGHKdU=,10768527495,2023-04-26 12:57:21.117000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
195utvkHy+1kYusDOzJ1VcrtbvD+OrNdxxGn04qbJUk=,wJADOV9aCUpEICQIXYw7lJsDtRwxzsV9em3TUCV4imk=,11756557390,2023-05-09 16:20:12.352000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
V+3iNsbG13oXPYFf+pmWzK0OpJmRXJ7v/FVNopJpJlE=,Mqx6/9c76iAdHPFh2+Eb4fpnSShcjIcKd7mAIqlXIHk=,12516561214,2023-03-22 18:36:19.961000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
v0HmX0B0xatThxn5achBq4xt1rjDOAGM/Ohz7+f0Q6o=,RyWGUSPcIDl4lhMlRkMzUm3YjNhr8FBWMEiwBAI0lsw=,13442064002,2023-05-31 16:48:14.377000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
Sh+931HoShtymWSRx6vckVtJFbi6hVmFkICHRTuvNDw=,lP1/L0aEnn2nLKt3FBDa60UdxvnS2WlDUmQhnoxuQHs=,14719941688,2023-11-16 18:00:03.289000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
wvRMJB7QOU0WQKQmLr1EZCGukIm4WyXNQN+NPCK/XO0=,ir2obIkSlAqoAvx/F7SbQtRx69Yw8/PjX4R9KmjUhVg=,9872294525,2023-01-20 14:55:40.025000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
xsQgLNJMcJt6MuNk21CfrhGPGrq4FnKCO0fjFEr4iBo=,nsEGGZmmwYHh+6Itnqy5p6QeSae4UzQ0DlRbD7e259A=,10003114146,2023-02-01 16:04:58.666000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
3yUSV3ycBTvPRtteFIsStvEzmXhEFyYu1qaGTNo8b1s=,ZfwL/+q/Q2NhRU4nm8i4676rfrc6lvlCVVlQOn8STEs=,12339718709,2023-07-13 18:00:11.250000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
PKWf0fo2/iHPeCMxQqdeS+GkA1VZS/vZcuqdls09wG8=,9PQI/wVq/7kS3cc8ZxbD3Wzd57D/auVqOqNDkM9Hi24=,12873030677,2023-12-18 19:20:50.907000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
FYK2OIJ159Rhk8n0YOWMJKEaEafRFbBGk4dFRT3S3U4=,ulOB745jCkZpPM3Ha75Eqwgsq9AwqCSjViJkeBskmug=,13027287657,2023-05-03 12:54:13.413000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
lEF/iXC6r+mv4PahzimrCdBdWrrNMusp3SFQkvPRveU=,4gEiWVjg4f/n0UDeeajya+1pDmhghr4TmSCzaruG50k=,13196316951,2023-06-01 16:05:35.976000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
fDiiJRyLOxizppI1ftfngq1bIm6PV/Bp8To2VXEBgMo=,GKvBnxxa4NsTMrLnWIqC0GsRzByCwom9E4jEB7a6MUQ=,15015439675,2023-10-13 09:50:50.975000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
V6Kg4R39frN+Kv+IwhVNeiSMZY3CBn9A15WKwe7GLYE=,80uQC6SY7KrE8kvUTdf9p942vaawp0jxlTikaHm69ao=,9563306537,2023-03-03 23:08:32.269000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
jFe3wPVRxCxuKDQjAJKkOjx7E74uMYptnB2Z6RKniPY=,LpjANPhFF/9EPARaDPiWJewrBBPqH/VeqZC22uSETDg=,10117763506,2023-06-30 08:23:12.103000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
Q5uo8CoU30y9gw/0Khm/dl20avqRo5dcQSyNX3+aRKw=,ZLY5/hcvAHFaIBWKsDqGn+mBtWiUTsucjGyqoZnNfEo=,10621528443,2023-01-24 13:19:38.862000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
c/RXiFjhXvDKl8ltMjrbRolkJxdQNKoKkSN1ef0Lq6I=,Ex0nMo/36LSnKCTweCnSVCcxxnlOEUSBJz8ac3AZnSc=,10675216386,2023-01-17 16:44:33.138000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
4B+cNvzo+He28mpapS4R0DpFtsVJs04thEnnS1I7row=,t/rh+LknDspfG0TFOqpsbo1W0Xi0gYGemNfPyvjF060=,12238572164,2023-07-27 14:20:52.141000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
Ke25nk7QyROCjUNHNfWSaYUzcZz+D7sd8koE2mmUR5o=,XM48rZZxYKG39R51RlOqSkQ+j1TUn01bxmUzHZjtaKo=,12253703810,2024-01-30 15:26:39.972000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
VbWbj3asZ0O2rnyzbhfEocQsOiIuOon3zBb7y45+zIA=,OolrnDjaHA1cxwNxx4jMmVxgBXPggwB1jDmfqQuXI/4=,15669055781,2023-11-09 13:37:53.577000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
O64k8ZokrPegEu53hnLzReoRSjNO0lqYFEu5gXgfszY=,VX2QDbset5IBMyprwP8vXYjLyTF7mkEIssmh65F/UvQ=,15799478818,2024-01-31 14:11:34.978000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
NO8sohkXURVGNZX+E/vnLc1VJceYXlwCW3zH8u6d1qI=,OOnH9qedoKZjUBbyNNAibd+RSlqtgXpDc0JWkk0bsMk=,10088973932,2023-01-18 19:04:40.916000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
X7MOnjUNh/1qJB63/4yY5/atVEWmOrl+/aRILizgZe4=,ribB2/rxEDWo+nAfF4Cst/nhrSgmHb9Mkn9y2O1K1lk=,10110786487,2023-07-17 11:40:17.474000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
OCyXZe48FwWWNnYnGYtsAKARgGpWZvUYHl8MUO/cKGk=,VzbXsY3+uwqfftaQT88Hdma/2KwBiDmltg46Hz3vN7M=,10601419956,2023-03-28 07:49:16.177000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
5QQw7bL6WgDen3kiqnQcJLpmu7GAujsFumVoqmQ/Qtg=,UadCm9QzI3LmVu1E4OtNPHS+XRN0BZ2uELzI8QlDwlA=,10856127015,2023-01-11 10:12:08.711000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
v7pplC01zjIVLCu/nLQu6n/js6knhKsMkrifdsE4K0Y=,sicgHxGOy4T4j6NJMFH7D35MYEGizRg5V/1jNlwLPbE=,12516162615,2023-04-19 14:43:42.495000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
3St8Mdj5P94sW7yIt6B6fZ83rcf8a0aO3JqUIXwnf+A=,tCXVn/sw7lwxI8Febw6NEEyNTH1ZNcMIH4520cSHLmQ=,13927157383,2023-12-01 15:44:26.734000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
zXMhCMEygA9Oi3gWbqEPdpRdPWQNExVPjeaZ5XE5ZPw=,6CTKiDKvs1ENAB4L0+WymcBFbCNcJK+Kek7tc7O68Z4=,16451385229,2024-01-11 13:02:55.726000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
EZfNroZ6HgOZILWFPKS6H9nb+PDlH2ceropRZwk8G9I=,rA6QtySbUswLBdFWhxV+xjIVUUVwIusI+DB1yQ4wrZc=,10867369626,2023-03-16 08:46:44.799000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
0HVWzEc0hLLkJP7uT8R6fkFbG/RakPSNuXB4z2io9h4=,jG7Bve52iOyUhxHyCNZf7AzNwrHwdGxi7g0DXx8LP4E=,10984715535,2023-01-17 11:43:36.252000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
26uTOT62OoemCCMC7IgPq2RKIsSGDzzqtp6bdQHlRoQ=,qM+Vk1SCDdKOMDuXNCvoHXS4/8UD+og6Mkf2GTizHTM=,12990782091,2023-10-03 14:23:50.996000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
JClS3hdfs/6sNrfkEIWXrdR2btZGJxW+/PPRvrJqu+U=,K2fY/lhi1GrdkHqBGSySUIT2MirooG/QJ3voHzV9rtw=,13076448118,2023-06-20 16:09:54.753000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
1a2GnOMXAYygUoD/WYp1cqqLQzVKTZnM32jIw0R3yhA=,mEv5dsGb9/r+UfkD2Z+sM/WBSd7pEGxRe82m0B3/gVE=,14555001144,2023-09-07 14:28:50.148000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
