deal_stage_key,deal_key,deal_id,stage_created_at,pipeline_id,pipeline_name,deal_stage_id,pipeline_stage_name,stage_display_order
P9KaY9bYiDBxTxh+j2IqW1NgBBnA8KdMFoGf3nrbTkU=,0bDdx0U+KekdvxgMA+V1UTnmcWskYN1pREDUxJlKZaU=,10570813208,2023-02-08 12:14:00.087000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
dOGhK5GRAvUA07RM4M9aWubz/jbmIeT0fUlyOrXARvs=,GJ8oSr34HRTznxXiDHMbMXgX5rLcxjw1J0prmTCFKfM=,10865904490,2023-02-09 14:18:08.186000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
4jgK8pZquM5XoTKHr7Du1BThztof9rICkFr+91tkLz8=,4PvWxgIjndMqrdTx1tJaVhBCbPiH4iqwA7uGmIHnVb8=,11640772652,2023-01-11 16:47:58.832000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
EfXh4VGYResLz29rQT+crVeWMaT4g5Dz2CxgYySCm4E=,WrfTIgmhnsAZwcp0yqW/c7iQNo5RTWTzJqhYFu7K3J0=,11927508532,2023-04-05 13:08:34.421000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
wP/jLGx1oIzZt2WNlloBOTz/aE5g/Seag1QaoM8azbk=,6VQSGtgTfgRfmkmzSSM2zc0yjctvY2SniWQomb6ASxc=,12352053837,2023-03-30 10:02:14.538000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
9a8Eq3Lk3C+GQeTww6nCvegiqrUCzUFKGCUsmYoZDwI=,ZDFzoL7aq4o2PqyN3ISmEt5eSxsOEamEHuVXKpBL+z0=,12672715656,2023-04-11 17:01:53.609000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
OMajjEI67gGcfwN+2xCrB/1+Bh9xy2w0YedqsH+MOPk=,VnGCYK8YjYjI3IolyaEzuie3wNY4DrFlIDaULFmP5mk=,13117913385,2023-07-18 15:51:41.842000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
nY4KRG1FDWeUBgOn3yLgPw50VzI7B1MnMSkG19A5Vlg=,RYO+9RJ1Zq/vI0tvIcgEogP2h33QIfMN4tmolM5f57s=,13725299819,2023-12-20 12:31:59.370000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
gd2+G1GrtxWtD4vIaNwLq6+B5R/ck6pP/SIg23WeYd4=,QwrLFOgr1tUY9jUWY8dLpHah3kucjOfsz2Xp36//QqQ=,14863546515,2023-11-20 13:05:11.897000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
qvh0TgzrDr0vYnFobEwsWo8AdDdylhnWJ8Ck+3iA8Q0=,+LoH114+y1+eQQetM6dUck5+Uc2kSZHOsSqsvqbKI4E=,16139007861,2023-12-07 20:00:17.270000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
q7vdEczq58a6Wed+kCi3BqmVrxvL/0T44cqoBg7WN54=,Fqm+yRDi7aOO9mWcnhtvAtXRffYh6BSoUIzExMT0noM=,11453071228,2023-03-03 14:56:37.576000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
LszqlK3uF+V56C2vjYduD4hJ/zNRg37mc2btmvDZDF8=,TB4NFNL7Vqadv2weGKsbFGkUqDDiW8BPvN8oq80C0ug=,11963756145,2023-05-22 17:44:15.738000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
4dosN7ts2YrOhdRhyuWIJaPO+IDVrNCD+UfvAae0TTM=,hPWcZ7C3oMxqLlkXET8NwuZv8hEYLrMnaSihCJWRuBE=,12053537184,2023-04-05 13:26:27.283000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
JTE2BCB6q4zUjRsG4LKc9wTiWGc/kyksCEQ3LNWB/BU=,hjKdUCQGqmZhlVxmvCBsUONS6sN/du+h2xyG8nxeZJ8=,12765322872,2023-04-03 14:33:53.515000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
yJhNwwnESXzRVTF35woIwA1Y9TAmnobJ3fBSGZkMFoI=,9PQI/wVq/7kS3cc8ZxbD3Wzd57D/auVqOqNDkM9Hi24=,12873030677,2023-06-14 19:19:10.805000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
1jxB/5Pm+LoHc5moXkwGTk99KKF5kWmBxB2rwWYsIws=,fMFatPpsKCd56+AgbF3PfUG7nXMLJwcRfAFiEstDlYY=,13291392871,2023-06-05 08:29:05.577000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
Nh1qAoReVi+OYI5CCHdrG64SW9r50TxRuvTgmh4j03s=,r97OYyQ21BSinRzRzyXGc1wzUGesxnciDdF1LTM1vyE=,13884898088,2023-06-29 14:49:23.563000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
pTzSiZyDBxjsHaq8aENgGFgU31XteiTGL7uzEZ+fZZI=,9EdAemZdRUeAfVG07hHmAp9BAaU+NOJZc47PDz7mQMo=,16159917577,2024-01-31 14:12:34.481000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
j61AbqemRo+xFUaz30fKJPSXU6itStTI2wEjYK/g5hY=,MHRnYGRzjPN2c1fa6zL6Y27xMUgiUPEFjxbaeJX2rDY=,10329961315,2023-01-11 17:14:56.809000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
Oh4Ot2o+UkQShwiT7F2WcUpaqcjjZV+DBxOH29XBWN4=,BnMigebkPkxMwj9M+oEgf+4E2a/7/E0tB6Txu3rIyiw=,11544428215,2023-01-18 09:15:38.758000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
xV3YRjltXargAGz+5fa+FZJauh5+m+QJXa2qAw5HeCg=,Av7UmJMHAkXGjuiGvZoSEXXQxJ8SJRavCh2w9dErScs=,11750790416,2023-01-20 14:32:40.026000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
Cs9OYULTuaYrXtV+BTTXeeOpUlIWy8cT4KWurx8n6D4=,TRd2QKGy99yZ9vccEdf3S0IO4lLoE7r2/hET8Cq5f70=,12207709448,2023-03-08 16:34:10.479000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
V89oe+BjpxmgXF0T5FFdwjExUsjArXLZMeOMWzKiy6E=,vx4PA2cs/vwQJnJB0QKlYs2ow/rSl3q/msqn+w7eCgw=,12281555300,2023-03-06 15:08:56.174000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
u19NPYttKESvr43QEBiyJrZRp0v4dMCUTiMy8GHX8Ns=,BG4cmk0hld1RlMoecwAUC0RZH1iSvDPwv78bI+N69hw=,1243737169,2023-11-15 20:05:22.049000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
hupUNYzRw1YivdLxr2Bh5iywVhJXlQjcSMwhQQx7RzI=,NmQzWVyan0MNOMp2XR6+K68WbNhKEBoLUSCMmE9riW8=,9771999639,2023-01-12 09:04:07.073000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
8hec3xg+qjv0t96KUVoQobT6GSgRL8s289nHedy5L/g=,hhFWjhwEz5rU4u9+syyZHX4i+2dvs3d2RKM1KsA1Ip0=,9894515741,2023-03-03 23:07:15.031000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
Fp8ohSxfgJI+PLparPwavRmp/RdWvrxXT7ldBFIowoE=,PzgJPOYvnIkRhsUys5LFVyLthai0p26+zx4rhZTsDes=,11424017500,2023-01-03 11:33:20.689000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
XKk0vq1/urRULgcVqn02MgMXTiMnSUtv+MRfeWA9AUs=,uAd0Gz9KnziXh1fI0KRmwRHfuO4nItT1rmuDaUV7QFE=,11879617304,2023-06-26 20:02:26.149000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
ib/9KeqUsQh47U5vshGMS1K/OfdVTQbKdJUmM8PKSoY=,biNvmElB28u3Md43jUsIorqFfvjGSkmzyaRXYpQ2FXM=,12256443653,2023-04-05 14:45:40.128000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
GGuIWpmjDqVD27+BbM6Wf67VijR6p1VnomnF15zTMv0=,xDagXnLm2hJyJe5nx/JDr3q40xMW6+/bK7FASKVGzrg=,12418448741,2023-03-14 17:30:57.206000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
gz1vAXN6AWQRlRBs9ptdENyRZi4QrG24CYI4JYqQtqw=,N23zZvAjmozWtO7yUQ67eRWzEGjt0YTMVGfmjkI0mF0=,12925122150,2023-05-30 10:17:19.713000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
VGc/FpOyRJ4EW+1pr9lTqJDHjU+ffUHGVjNP9TfYaaI=,ouSe2/XS3Jcdnc707MlNdBJcikxPTgGbw+cZ0XRloE4=,13036240284,2023-05-03 13:14:03.481000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
baplKz3wNQy8ONPaI6DtGMLlwXohU+6rYAI1bsGrKBM=,PDfwSgdwRnEtSFTeGT3MY6MTcbFlY46NO5SE/hHHTpI=,13037424514,2023-05-04 18:58:09.414000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
/UiDtTqfKhIatqbl8om1xfGZZSuzHFu4kOU96LODx3Y=,JR+8V6xcgIT34Al6NGgetCNVN37/h5SzLv5TVtEqqAM=,13739820712,2023-07-20 13:24:14.074000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
0ckJzHMnha17garShxUMPkmPOhwuB5+0dUJbPynYOtg=,hUq66tuW8HHopgCoKQKdAL1kqL8azGqKr3gPWAER0g0=,14904957870,2023-09-27 16:04:48.105000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
/QwnUdhFAfBF4lSfrUpBJfMFtGVz4WvZdjCVo1LTVNw=,Og0B7hdaKN07U9wPweDWdWWnMHRRBNQr8PedbbCydvI=,10590834476,2023-03-17 10:36:29.367000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
BJ7l90iQIeO+dxmNDNb1b5Wk1AREVKMd4EZd/y/esTE=,7fWM0K9Rxu+bv5D06CdWJNcyDgJKTx67XI0DqQsN4+A=,11234469009,2023-01-04 17:18:29.932000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
GaHzpYJ9c1khIygYhLSfwxkI+2H+qocVxZb5ryP3COI=,AmMQ8So31jWv5dCud3CVkqZqYTMwOHwWT+pkIT6cqTY=,11365313146,2024-01-16 10:11:49.511000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
dV0ABRbbqC65Bad/W7vpSY0RkaXZvn7Etm5hPfH8bh0=,jmDFhpwlvcIHqeVYRjH/RkhvvwIHd4gWzIb908nzLZw=,11933146496,2023-02-22 16:45:26.427000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
fmcQvj4M+/rqrbQh7reC6UjZ2IrUWp2bQCbLl1Yz1ok=,7t+jenTVOyCqoUwKNhZZ4srCXdu6Q1BZtxiWMqLBEgs=,12520958608,2023-04-19 00:37:07.184000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
udU85JzrErr2TJ8L1QWYrqzw+tpt2M0rQUJHThYweyw=,pCcFCTlRUurEHRllJucW4K0ivOSiib43EB6mz8UpZ20=,12549725090,2023-04-13 15:04:51.421000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
rYzNJaTp7qbnYYr3D1fMljIe33BwnRCrX9/KXY00Cz0=,kBM9aJsewzxh8LEkkye9YEXkljyOvQSRPjMXcTraQqA=,13042613516,2023-05-31 19:07:11.720000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
XF1daAiI+5MZ+aGYYcwKOSMdCpGUTs9sJs8AMiUSi9w=,h91pu7Nuc5ban/3WlNvqLNbW72nfwbkbfVJn6JJhbOk=,13377329456,2023-05-26 12:28:04.688000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
DJJBl7nhmGF3flOFdZnwVvjueX4kiZDH+PJTu3JzI5c=,pue1p0qJ26wT3yGVVNvTZjAscz8i2d1j6GhPjygT0o0=,15770556202,2023-11-14 19:26:49.452000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
FGKKyhXlezmsKhkRMSoTQLE+IdbWR+aM88KDWfR6OMs=,DohK9fjl5rzmUT/k8B+dXAMpSWh+HVH4OOFTv/iC/WA=,9624898863,2023-03-28 07:39:37.217000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
ndSx6LwCiEtCsOGxae73rimfsIF/DZtyaNpG5aUPU0U=,EXfs2dQW78uKPiMl4830jH/DInWH0PI3owAYosmc2tc=,10784971345,2023-02-21 15:36:34.636000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
1U3XCqmw/8tFI8H31neBVPTj874zjSn5oWbs4C/Qw9o=,dc9JAI0LHzBUiEN8dazcHLuvxnjrrOWHHWi6oM0i2vE=,12640358737,2023-05-08 08:33:02.612000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
lNQTlIjBjqTYCuG1+gz7pK9iTRg9MfiAyQu0jg4OQh4=,PntKRmQtZZYyBHe63z/IP35hdB7y0wYxL9nffPMOeFs=,15225009207,2023-11-09 09:46:51.810000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
KHQedeGXEOCBg2nvwf99/ldllW/A4MBzcAWDuDd33zQ=,mulcyinc7nKWEPF8ELLksUs85FdrcMAd/goapsofa2o=,15329030964,2024-01-10 20:10:18.293000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
T15MBl+kcL0x8H+jdfbRcrD906txaQyfPjlyKxvlAb8=,2scKYHf+JvbLXfaHKklOc8EiWCBLQ7qKHnxeiZHx7NA=,15342566985,2023-11-09 10:52:34.354000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
7Y+gb22CAYM3W/GkQg+C2jl/bDn5v5AmIWWias89ggw=,SkxZk14ehYcJlbsklursE4fw486jA8GJEJ/fk7jLZQE=,15342683648,2023-12-06 13:34:36.613000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
dwqf+CFobaGvhTvCrHT1IpJPH0Pobke2zXjMppDgzbg=,6fdTf+A0PN+IjbTe7f/fyLGZo1O9SPAyjufR4vG/wTI=,9343682890,2023-01-10 18:14:00.505000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
YzM44cGP/pz6A0c8EFcuZnffCs0YnjYuhkYscBVwKfI=,/dks6zjgl6z4V6QLPuoUgO3u8UAECe6vNSDjoBLi6Lc=,10602486441,2023-01-19 16:36:39.811000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
PFQnU4yiL3idYAg4XBxsjYsUzaj278Ie2a/hQ8QXnJQ=,nBAY2FzM1KOH6s+FZgnjLxI/tyLR9/sqOejOS0e8+po=,11013575995,2023-01-17 11:44:00.510000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
Cb9N/SLfEbCYYTLCnRVhl4G/87yf/I7JNDO7lbxpZx8=,MsdrWffSQOT47DWY1eIaSKCrDQjzdS+rw3PPmh9NtL4=,13076347802,2023-05-08 20:14:16.585000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
FZtqwdZ9NCO6std46lc4XZmRw8YxHtgxQsT7KlCSzrc=,KWA4DHRjKJUYn4XywzVyMUmhLQRkps/0SUYZMPGJZjc=,13377878883,2023-06-23 13:15:22.920000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
pI0NHWMBDl3lluK75/P2U3xzsdP89hyjcrjXjIZ9gfw=,kVkX1PM/ujtjyQxaHM6w7UQrHbhDsFZVbTlUIv/8v0E=,15521479263,2023-11-24 15:33:17.788000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
g8z5JwlotRaj7i8O5ZkP0yTYlvRQjCwzXWvI9gYkaQs=,VCuJkgoM00NM3t1mpdnNiBbDAxU2b8Jc2hoGEW9Uw28=,6716945815,2023-02-15 16:16:08.360000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
VSZIN7EznV4EUafhgIG+0klGY/5Dlet3AK4z/rKY/Og=,e9BCPZYQWfoZ6JvSBMfOGTqeOvd7kqqo4zI9cMMbBws=,11765679263,2023-05-23 16:40:52.014000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
fPo3Q3zjxbfyqnVM4gYnqgCK4wR9QOYY/0Af6jH20Qo=,ovSJRN1dv4ZKZDsHh1u0qMj6dIadvvC2B5uPwLe386M=,12514147469,2023-03-17 19:49:19.614000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
ewYH2ZtSSZnhBF08r9j8F4R1NWwRqjhD+jOT7zn9aT4=,D1hOTAuVLsf1e6pKVtsJi+j8Gnej7lMKwPyUl1KNiLU=,12764752665,2023-05-09 14:38:25.726000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
GaSBAsdIOlXgYQY9d+30gdq64SROfXBCKDXhILbey2Y=,rU4NDQNZfDhBwj7jgDNmgO610jj3hM+QdQF9WAZs9/w=,12781460049,2023-04-04 18:05:35.932000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
Ne1177WNRdQlDdfSPX2V7ZiirK2izLQ5YfqQxxEBcNY=,FifeVJhmsxi4wJ+LF9rV7YUos6jHg6gvS/pIWa9B5lM=,13424339363,2023-07-24 13:39:41.994000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
RT+0UyPB2JIc8DjcMpB99w88QXbbisWvo5XTnYLDsqs=,yoIlWOh7dEha3ILuI/cX1+3x79eTL3DVnsCdZjTxMxg=,13522770094,2023-07-10 13:19:28.960000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
OMU8Rmvw22gZf41cd9SgzqeJEaTh4g+VwQoW10Xz9sw=,uEJITIyEN6P70JgefwGapDhP5g2OXAQv/A5UApm3s68=,13969890953,2023-11-20 15:49:02.129000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
pR6Cy5d9EqxyBJM6Q7XCH7eUGJctHpORRXmjmll8/Ow=,LL2K8Kd+mCl7F/yeJieZfKfHz8UUdy0QXRkSmY9Bgmw=,14528107655,2024-01-19 15:04:42.568000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
m4xmHEi34HDjMrM3jr+iBMAZEdOFMu5oEj41cY8b3/U=,CIjoZgViI48li47Ywsgym/5uClCzjmMESjRAG6pp++M=,14647502890,2024-01-09 21:24:24.038000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
wL8JXEjW2B7oFL19VUBAgPHNItGdAfVw+HUkkwDNeXc=,rVcE+XqObM33kCyoaEzPztP+3s66epMUokMCInxkHws=,16040517304,2023-12-18 19:57:58.381000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
NgqPgpPTU6JICokKdECtCQ5jANk/qWs2og9EdZDQewc=,1FNGYxsTiqb0ljHlCXHzh4d+zPCMGi1V72kKR//p7Z4=,16358888845,2024-01-24 09:54:01.644000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
XO9T6qOgtk5ZWgRIrBHBrFY5rChHkyIQ+O6KNL3IuSw=,dSUQ8fjxP9EEyM7rKGHsVD+fPCbhAkcvnWRh4/JI8lQ=,2783451348,2023-02-22 22:11:06.174000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
DB9fidYem8ucygZkRKvyMx+6d4nmEPQG1DebLIa7GXU=,YeT0GoBrAxIiCbxqR1SPrBk5OGZl+N9p0VPj838OgmU=,9067841611,2023-03-03 23:11:47.401000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
POSOyyuA44nchNgB+Jy0IQMG7VdaSaBkYYiUwM39J1s=,jnf0haZY8aTVJK+N3dBo5SgoJlPZ9BGD1+27nEpEvQ8=,10065771815,2023-03-28 08:36:09.179000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
EmNLVnecbChKGY56gBM4d/4otFOnNqSAfYdqj2+1qZA=,GwFfEY8qwE/fLWKC+SuvSaxePv8nF8X2Pge/Dg1SD5Y=,10687257658,2023-03-03 23:14:29.276000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
FnYL6QSBSFgzn3QMX3otG3w67VME1/to2K9VIBjb0SU=,RjRY5UpUc+SFhAAJwyEuqGbmJZyBtCnY6Rlt77EkGb0=,11266070185,2023-05-03 14:01:01.773000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
Kyk+jv0oZKDpKaY0QIV1qGQpzpOG7lzhlRgSWHYzXJY=,Bk37LeaN0edeEEEafeNUh9m7mrGoLo40yuAOJe/X5ck=,11270188977,2023-01-10 18:01:39.579000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
Msl+RBcY5DCnwJ/iOTSNTouqSVzaW5QFsC8c6QVwDcg=,jBEMZdUdSSIkyWI7Y7KD4q9Ug7C5ObSyk12sSagTbug=,12015537822,2024-01-09 15:38:38.192000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
lZm2CZxv6VyMOWGgBNKEWMKO7nydslYN8bqK1zaLtS8=,/JW4Vbj+0m5kmLnwtB0PE48FbAYVunnOXqPFl+yT5Vg=,12090448809,2023-03-14 18:18:28.250000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
cyDtsr7Hsbi7piAjHsRgTHBfaH8FxHI1xkJwVk5ouK4=,WbRmWbAtLm/5QTVRQyWizJQtoi2IclznRfDzD3zn+UQ=,13063384486,2024-01-29 19:29:26.892000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
exnPGlvZN4wUzqWeRRS+oabYGfO0C9AEtCGk7pJL0+Y=,psv9EIO5vQ85CadHo++TqOL4QjHNG2Jn/he9a8fN1F8=,13447703431,2023-06-01 13:36:23.243000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
zjOezDMrsSuT+JEO2QipEf+UzyfEqurRC2wuYZNW9aQ=,P3HITmQ/opyZi3lBxGyaaqecJmZRQc8nsdxX5dvW5pI=,13829092619,2023-07-19 19:08:44.174000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
KvBPtJB/DNhMb9pwAGy9F4JjT5sQpJfKoMP3zyXCOJM=,rcZPwGWCwJjFuOjBnVkRX/DBXyAS/24s7dxazVd9oM8=,14108761726,2023-10-13 09:39:38.135000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
uwkgxLNSKPUSKH54L5L7BaQnUEGW3KgGkSrkFzUTQsI=,T08FPACUmGd7rHwWCwf6yO58Guf1N6cq2Ut6BLReNfg=,14555661670,2023-11-09 17:50:30.932000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
JtGoO+ytXP8eZh0kmmHpM5i/fbEz4VKoeDXKU+4+3l0=,EMykKf4WTtLlEzw3q2ZQZxh5AJLzOAfvXJcYp95vV1I=,6992391533,2023-01-13 16:58:30.843000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
I6GyAbRrwcso1+PLpjLePDgTd4BBKbYjkOqoPjGmx3Y=,/6GhivzxwWPOQTpq80gsK9u7garxp2coc/cGer9WxGw=,9328083128,2023-03-27 14:05:02.710000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
xQyXG1cFrabVGeJ3EPrpxzjwnnAVu7H8Vj1hHauIL+g=,XDV5wMUc33bzODCtIPLXCymwR60waWJ+rwCJgtmSOOw=,9526150569,2023-04-13 14:56:35.410000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
Zpu+T6r3JCur+xq0Qe3lN/ER1FlLfK7YYwoY34NnGoE=,C9ChAU+NsQ6MFbd1vpLmiw5HrQrStLg9cmCvea0iAg4=,9979349603,2023-01-11 17:15:26.211000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
I+OYdSlZCLDDRHYU1L/goM3XAexGycks+/Zgg3tmf48=,5bqvJn0gYFov5SsbNiGfzjobLsSIhkkfM9fgoBWXWLc=,10615764870,2023-01-17 15:37:23.271000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
r6KLu+IXwUvUouN0aXc1y4pWr/zJV5YL9xKtippneWY=,eGQpq0coPQofw89c7j4klVlyLEgl/s6zTsbac+T3Dy0=,11243324260,2023-01-09 15:34:09.215000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
IL2TLH8SNImcZ7+snT8Av3UONpeganTXs+6nldfUxPU=,FyVQ32GjS0AMD3WG9LwNbwdfxkyDWAlMljkx6VPRwlw=,12127938574,2023-04-28 21:54:32.305000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
K4j2/jJJr1YCjFr14LepHC4MoCa9bxspLKnICfPe7HI=,FvrtRN5ogqgauyB/3oeqFXySoTq2MevHFTfWhhTW0n8=,12386749219,2023-05-10 14:07:47.273000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
dY1atPsD8+2PhIDyHp8eFnSW1oPVQsyx26dm1rQlNQA=,GjQIVzl3sx2x/jGWk2GJcYu+oRuXI5KkTbrT2fqH5f4=,12458490259,2023-03-17 18:42:54.220000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
K0Qc6ghJxJFF5xQ8xAiATf0ngyYomx5deFqcndcsswQ=,MFUq8IZNLbv3di4tzlf8+3nY/BOgIQhb6Lbd0OZ0aUA=,12925146790,2023-07-12 13:26:42.735000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
o4JRo/2A5HEAOJuG7/4BRLyFVmepTkkoK/rfWPny5GQ=,Ttuu8bs+xQJact90c9Aj/xVj6MsTOeDI2dryxKRbPu0=,12954959278,2023-05-03 11:19:54.195000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
LZqJydY8JKx8BKYfKxuZuIIPgOltpXArLD0ZWEmUER0=,YzoYfbaNvFgE659rE6kyP0OlmfkGfTV+CWu5yRKjMnQ=,15799968926,2024-01-08 12:32:28.150000 UTC,DEFAULT,MID MARKET PIPELINE,closedlost,CLOSED LOST,2
